,header,describtion,characteristics,section_name,link
197,"CF-25 (С1-4) 0.25 Вт, 13 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 13  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/726
198,"CF-25 (С1-4) 0.25 Вт, 15 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 15  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/47649
199,"CF-25 (С1-4) 0.25 Вт, 16 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 16  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/62675
200,"CF-25 (С1-4) 0.25 Вт, 18 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 18  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/3070
201,"CF-25 (С1-4) 0.25 Вт, 20 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 20  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/64074
202,"CF-25 (С1-4) 0.25 Вт, 22 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 22  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/30192
203,"CF-25 (С1-4) 0.25 Вт, 24 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 24  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/19565
204,"CF-25 (С1-4) 0.25 Вт, 27 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 27  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/64741
205,"CF-25 (С1-4) 0.25 Вт, 30 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 30  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/33385
206,"CF-25 (С1-4) 0.25 Вт, 33 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 33  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/34548
207,"CF-25 (С1-4) 0.25 Вт, 36 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 36  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/41290
208,"CF-25 (С1-4) 0.25 Вт, 39 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 39  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/33052
209,"CF-25 (С1-4) 0.25 Вт, 43 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 43  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/53652
210,"CF-25 (С1-4) 0.25 Вт, 47 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 47  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/58525
211,"CF-25 (С1-4) 0.25 Вт, 51 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 51  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/4289
212,"CF-25 (С1-4) 0.25 Вт, 56 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 56  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/62067
213,"CF-25 (С1-4) 0.25 Вт, 62 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 62  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/29513
214,"CF-25 (С1-4) 0.25 Вт, 68 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 68  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/26698
215,"CF-25 (С1-4) 0.25 Вт, 75 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 75  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/62217
216,"CF-25 (С1-4) 0.25 Вт, 82 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 82  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.3
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/61670
217,"CF-25 (С1-4) 0.25 Вт, 91 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 91  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/6352
218,"CF-25 (С1-4) 0.25 Вт, 100 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 100  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/28024
219,"CF-25 (С1-4) 0.25 Вт, 110 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 110  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/3066
220,"CF-25 (С1-4) 0.25 Вт, 120 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 120  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/266
221,"CF-25 (С1-4) 0.25 Вт, 130 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 130  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/56641
222,"CF-25 (С1-4) 0.25 Вт, 150 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 150  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/53679
223,"CF-25 (С1-4) 0.25 Вт, 160 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 160  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/63222
224,"CF-25 (С1-4) 0.25 Вт, 180 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 180  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/105
225,"CF-25 (С1-4) 0.25 Вт, 200 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 200  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/4646
226,"CF-25 (С1-4) 0.25 Вт, 220 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 220  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/36485
227,"CF-25 (С1-4) 0.25 Вт, 240 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 240  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/42305
228,"CF-25 (С1-4) 0.25 Вт, 270 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 270  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/63800
229,"CF-25 (С1-4) 0.25 Вт, 300 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 300  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/35438
230,"CF-25 (С1-4) 0.25 Вт, 330 Ом, 5%, Резистор углеродистый","Резисторы с углеродным проводящим слоем предназначены для работы в цепях постоянного, переменного и импульсного тока. Являются заменой отечественных резисторов С1-4 Номинальная мощность: 0.25 Вт, 0.5 Вт, 1 Вт, 2 Вт Диапазон номинальных сопротивлений: 1 Ом - 10 МОм; ряд E24 Точность: 5% (J) Диапазон рабочих температур: -55 …+125°C","Тип с1-4  ​
Номин.сопротивление 330  ​
Единица измерения ом  ​
Точность,% 5  ​
Номин.мощность,Вт 0.25  ​
Макс.рабочее напряжение,В 250
Рабочая температура,С -55…125
Монтаж в отв.
Длина корпуса L,мм 6.3
Ширина (диаметр) корпуса W(D),мм 2.3
Вес, г 0.13
",Резисторы маломощные (до 2 Вт),https://www.chipdip.ru/product0/31912
